fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
45328,00;0.24;0.22;45542,00;0.053;45,00;149,00;0.99545;44986,00;0.52;45360,00;5,00
45389,00;0.16;0.27;45427,00;0.05;25,00;135,00;0.9984;45537,00;0.43;45481,00;7,00
45329,00;0.17;0.28;17.55;0.05;33,00;154,00;0.99971;34366,00;0.43;9,00;7,00
45510,00;0.3;0.27;45454,00;0.028;22,00;97,00;0.99314;35096,00;0.38;45484,00;6,00
45418,00;0.43;0.18;13.15;0.032;25,00;131,00;0.99565;44986,00;0.51;45483,00;5,00
45449,00;0.17;0.36;45536,00;0.036;38,00;110,00;0.99056;45415,00;0.54;45393,00;6,00
45541,00;0.19;0.35;45425,00;0.038;49,00;118,00;0.99546;3,00;0.63;45483,00;6,00
45510,00;0.16;0.36;45352,00;0.034;32,00;98,00;0.99058;45325,00;0.58;45362,00;6,00
45388,00;0.41;0.01;45297,00;0.048;20,00;70,00;0.99362;43525,00;0.42;10,00;5,00
45388,00;0.41;0.01;45297,00;0.048;20,00;70,00;0.99362;43525,00;0.42;10,00;5,00
45389,00;0.36;0.32;45536,00;0.036;27,00;119,00;0.99196;42064,00;0.49;45333,00;6,00
45297,00;0.17;0.21;45536,00;0.09;44,00;130,00;0.99255;45476,00;0.41;45482,00;5,00
45417,00;0.28;0.21;45444,00;0.032;23,00;85,00;0.99027;15401,00;0.42;45424,00;5,00
45449,00;0.5;0.26;45362,00;0.029;32,00;110,00;0.99302;46447,00;0.78;45547,00;8,00
45298,00;0.44;0.27;45390,00;0.057;60,00;160,00;0.99257;42430,00;0.36;45515,00;6,00
45541,00;0.38;0.28;45359,00;0.062;22,00;166,00;0.99506;42430,00;0.72;45453,00;5,00
45298,00;0.44;0.27;45390,00;0.057;60,00;160,00;0.99257;42430,00;0.36;45515,00;6,00
45328,00;0.24;0.28;45334,00;0.049;54,00;133,00;0.9952;43525,00;0.37;45483,00;6,00
45297,00;0.28;0.27;8,00;0.048;41,00;162,00;0.99498;44256,00;0.51;45544,00;5,00
45450,00;0.26;0.32;45352,00;0.048;23,00;76,00;0.9903;35096,00;0.46;12,00;6,00
45419,00;0.16;0.38;45485,00;0.043;70.5;163,00;0.99706;42064,00;0.82;45392,00;7,00
45418,00;0.36;0.16;45352,00;0.054;11,00;107,00;0.99398;43525,00;0.39;45420,00;5,00
45449,00;0.35;0.19;45422,00;0.06;15,00;82,00;0.99588;41334,00;0.38;45544,00;4,00
45478,00;0.25;0.26;45424,00;0.049;52.5;120,00;0.99691;45507,00;0.45;45391,00;6,00
45389,00;0.37;0.26;45452,00;0.05;33,00;134,00;0.99608;41334,00;0.46;45392,00;5,00
45478,00;0.25;0.21;45413,00;0.044;21,00;108,00;0.99142;45354,00;0.59;11,00;6,00
45509,00;0.23;0.21;45413,00;0.044;21,00;110,00;0.99138;45354,00;0.57;11,00;6,00
45387,00;0.265;0.28;45511,00;0.052;27,00;91,00;0.99432;43525,00;0.38;45392,00;6,00
45478,00;0.25;0.27;45514,00;0.05;58,00;116,00;0.99592;45294,00;0.5;45513,00;6,00
45478,00;0.25;0.26;45424,00;0.049;52.5;106,00;0.99691;45507,00;0.45;45391,00;6,00
45540,00;0.23;0.28;45451,00;0.046;37,00;142,00;0.99432;44986,00;0.53;45453,00;6,00
45328,00;0.3;0.32;45323,00;0.052;32,00;185,00;0.99266;46813,00;0.44;45301,00;5,00
45418,00;0.33;0.24;45426,00;0.048;20,00;96,00;0.99456;45446,00;0.3;45423,00;8,00
45389,00;0.26;0.29;45476,00;0.048;14,00;73,00;0.9915;45446,00;0.45;45393,00;6,00
7,00;0.2;0.4;45292,00;0.058;30,00;93,00;0.99322;45354,00;0.38;45331,00;6,00
45418,00;0.21;0.42;45292,00;0.059;33,00;101,00;0.9927;45629,00;0.38;45482,00;6,00
45358,00;0.25;0.27;45507,00;0.047;16,00;79,00;0.99173;45476,00;0.46;45362,00;6,00
45510,00;0.27;0.24;45447,00;0.098;36,00;127,00;0.99412;42064,00;0.49;45452,00;6,00
45479,00;0.24;0.3;45332,00;0.07;44,00;179,00;0.99666;31444,00;0.46;45543,00;6,00
45388,00;0.14;0.28;45542,00;0.057;21,00;82,00;0.99425;46082,00;0.36;10,00;6,00
45388,00;0.5;0.2;45384,00;0.059;19,00;112,00;0.99314;43160,00;0.4;45331,00;6,00
45449,00;0.41;0.27;45483,00;0.11;20,00;103,00;0.99672;45507,00;0.41;9,00;6,00
45388,00;0.25;0.28;45539,00;0.03;29,00;98,00;0.99024;45538,00;0.58;45516,00;7,00
45449,00;0.41;0.27;45483,00;0.11;20,00;103,00;0.99672;45507,00;0.41;9,00;6,00
8,00;0.25;0.35;45292,00;0.054;13,00;136,00;0.99366;45507,00;0.55;45421,00;5,00
45388,00;0.14;0.28;45542,00;0.057;21,00;82,00;0.99425;46082,00;0.36;10,00;6,00
45449,00;0.21;0.34;45448,00;0.046;30,00;140,00;0.99299;44621,00;0.38;11,00;5,00
45388,00;0.5;0.2;45384,00;0.059;19,00;112,00;0.99314;43160,00;0.4;45331,00;6,00
45357,00;0.29;0.23;45336,00;0.037;24,00;99,00;0.99528;45507,00;0.38;45453,00;6,00
45541,00;0.37;0.23;45421,00;0.057;54,00;166,00;0.99568;44986,00;0.42;10,00;5,00
45541,00;0.37;0.23;45421,00;0.057;54,00;166,00;0.99568;44986,00;0.42;10,00;5,00
45478,00;0.31;0.28;45295,00;0.03;22,00;86,00;0.99062;11383,00;0.38;45484,00;7,00
45541,00;0.45;0.27;45477,00;0.035;17,00;80,00;0.99058;45629,00;0.36;45424,00;7,00
45541,00;0.3;0.45;45383,00;0.039;36,00;122,00;0.99059;45476,00;0.47;45302,00;7,00
45356,00;0.23;0.56;0.9;0.041;46,00;141,00;0.99119;42430,00;0.62;45482,00;5,00
45510,00;0.3;0.26;45371,00;0.037;45,00;150,00;0.99727;45385,00;0.38;45363,00;6,00
45479,00;0.28;0.42;45415,00;0.035;43,00;105,00;0.99021;43160,00;0.38;45334,00;6,00
5,00;0.255;0.22;45475,00;0.043;46,00;153,00;0.99238;27454,00;0.76;45362,00;6,00
45450,00;0.4;0.27;45323,00;0.053;23,00;193,00;0.99164;44621,00;0.38;45454,00;5,00
45417,00;0.21;0.25;45323,00;0.04;18,00;75,00;0.99006;11383,00;0.56;45362,00;6,00
6,00;0.2;0.25;2,00;0.041;30,00;95,00;0.99078;46447,00;0.56;45302,00;6,00
45297,00;0.17;0.29;45292,00;0.041;32,00;92,00;0.99036;46082,00;0.57;45333,00;6,00
45419,00;0.21;0.29;45413,00;0.046;35,00;107,00;0.99123;42064,00;0.45;45362,00;6,00
45358,00;0.26;0.32;45323,00;0.041;29,00;94,00;0.98978;45476,00;0.45;12,00;6,00
45328,00;0.35;0.2;45309,00;0.069;33,00;158,00;0.99908;42064,00;0.5;45512,00;6,00
45328,00;0.35;0.2;45309,00;0.069;33,00;158,00;0.99908;42064,00;0.5;45512,00;6,00
45418,00;0.43;0.31;45446,00;0.046;19,00;143,00;0.99022;42064,00;0.34;12,00;8,00
45418,00;0.4;0.31;45415,00;0.046;22,00;147,00;0.99024;42064,00;0.31;12,00;7,00
45389,00;0.28;0.5;45303,00;0.049;48,00;122,00;0.9973;45294,00;0.44;9,00;5,00
45357,00;0.23;0.22;17.45;0.054;42,00;151,00;0.99853;45629,00;0.6;45360,00;6,00
45328,00;0.34;0.25;45303,00;0.059;33,00;171,00;0.99769;41699,00;0.56;45481,00;6,00
45449,00;0.44;0.32;3,00;0.095;13,00;75,00;0.98954;45294,00;0.63;45516,00;6,00
6,00;0.13;0.36;45444,00;0.052;23,00;72,00;0.98974;45294,00;0.5;45423,00;7,00
45357,00;0.17;0.23;45478,00;0.048;44,00;147,00;0.99382;45507,00;0.54;10,00;5,00
45357,00;0.18;0.22;45448,00;0.047;45,00;147,00;0.99383;45538,00;0.54;10,00;5,00
45479,00;0.31;0.34;45510,00;0.059;51,00;215,00;0.99538;12114,00;0.56;45361,00;5,00
45449,00;0.33;0.32;45458,00;0.054;62,00;227,00;0.99734;45717,00;0.56;45392,00;5,00
45357,00;0.34;0.31;6,00;0.02;18,00;68,00;0.98981;44621,00;0.29;45395,00;7,00
45510,00;0.29;0.32;45505,00;0.032;18,00;130,00;0.99095;45415,00;0.62;45333,00;6,00
45389,00;0.31;0.26;45451,00;0.048;47,00;206,00;0.9964;46082,00;0.36;45300,00;5,00
45389,00;0.31;0.26;45451,00;0.048;47,00;206,00;0.9964;46082,00;0.36;45300,00;5,00
45478,00;0.25;0.27;45423,00;0.04;24,00;120,00;0.99411;12114,00;0.31;45514,00;6,00
45510,00;0.27;0.28;45511,00;0.038;26,00;89,00;0.9915;45352,00;0.34;45424,00;6,00
45540,00;0.26;0.24;45384,00;0.046;27,00;132,00;0.99234;23071,00;0.73;45362,00;5,00
45540,00;0.65;0.23;5,00;0.035;20,00;128,00;0.99016;16862,00;0.48;45516,00;6,00
45389,00;0.31;0.26;45451,00;0.048;47,00;206,00;0.9964;46082,00;0.36;45300,00;5,00
45449,00;0.23;0.32;45413,00;0.041;8,00;72,00;0.98949;44621,00;0.39;45485,00;6,00
45510,00;0.18;0.35;45387,00;0.054;53,00;143,00;0.99287;45294,00;0.54;11,00;7,00
45510,00;0.28;0.29;45546,00;0.052;51,00;149,00;0.99544;45325,00;0.58;45392,00;6,00
45510,00;0.28;0.29;45546,00;0.052;51,00;149,00;0.99544;45325,00;0.58;45392,00;6,00
45540,00;0.27;0.27;9,00;0.051;43,00;136,00;0.9941;45717,00;0.53;45483,00;6,00
45297,00;0.25;0.28;10,00;0.055;56,00;131,00;0.994;44621,00;0.35;45545,00;6,00
45510,00;0.28;0.29;45546,00;0.052;51,00;149,00;0.99544;45325,00;0.58;45392,00;6,00
45510,00;0.26;0.29;45546,00;0.052;54,00;160,00;0.99546;45354,00;0.58;45392,00;6,00
45298,00;0.13;0.29;45427,00;0.064;56,00;115.5;0.99737;42430,00;0.41;45482,00;7,00
45510,00;0.18;0.35;45387,00;0.054;53,00;143,00;0.99287;45294,00;0.54;11,00;7,00
45328,00;0.2;0.25;15,00;0.055;8,00;120,00;0.99767;43525,00;0.53;45452,00;6,00
45509,00;0.24;0.28;45383,00;0.038;40,00;76,00;0.98711;45294,00;0.29;45548,00;7,00
45450,00;0.48;0.31;45391,00;0.046;6,00;194,00;0.99714;45476,00;0.61;45391,00;5,00
45389,00;0.26;0.32;45476,00;0.032;29,00;193,00;0.99134;45294,00;0.67;45424,00;6,00
45328,00;0.2;0.25;15,00;0.055;8,00;120,00;0.99767;43525,00;0.53;45452,00;6,00
45297,00;0.3;0.47;45383,00;0.049;50,00;187,00;0.9927;43525,00;0.45;45421,00;5,00
45328,00;0.32;0.5;45418,00;0.048;61,00;186,00;0.9948;43525,00;0.45;45452,00;5,00
45297,00;0.3;0.47;45383,00;0.049;50,00;187,00;0.9927;43525,00;0.45;45421,00;5,00
45357,00;0.34;0.52;45357,00;0.047;63,00;186,00;0.99481;43160,00;0.44;45452,00;5,00
45389,00;0.16;0.3;45486,00;0.056;33,00;168,00;0.99825;45537,00;0.44;45481,00;7,00
45389,00;0.16;0.3;45486,00;0.056;33,00;168,00;0.99825;45537,00;0.44;45481,00;7,00
45389,00;0.16;0.3;45486,00;0.056;33,00;168,00;0.99825;45537,00;0.44;45481,00;7,00
45389,00;0.16;0.3;45486,00;0.056;33,00;168,00;0.99825;45537,00;0.44;45481,00;7,00
45389,00;0.16;0.3;45486,00;0.056;33,00;168,00;0.99825;45537,00;0.44;45481,00;7,00
45389,00;0.16;0.3;45486,00;0.056;33,00;168,00;0.99825;45537,00;0.44;45481,00;7,00
45329,00;0.26;0.38;45413,00;0.061;12,00;120,00;0.99192;43160,00;0.46;45392,00;5,00
7,00;0.31;0.35;45444,00;0.063;13,00;119,00;0.99184;44621,00;0.5;45483,00;5,00
45449,00;0.22;0.35;45383,00;0.05;23,00;83,00;0.99019;42795,00;0.48;12,00;7,00
45509,00;0.23;0.31;45415,00;0.044;35,00;158,00;0.98998;43525,00;0.37;45303,00;7,00
45357,00;0.17;0.32;1,00;0.04;39,00;118,00;0.98886;11383,00;0.4;45304,00;8,00
6,00;0.19;0.26;45383,00;0.039;30,00;104,00;0.98998;11749,00;0.41;45394,00;6,00
45479,00;0.21;0.34;45413,00;0.035;45,00;123,00;0.98949;45352,00;0.36;45455,00;7,00
45389,00;0.16;0.3;45486,00;0.056;33,00;168,00;0.99825;45537,00;0.44;45481,00;7,00
45449,00;0.22;0.37;45444,00;0.04;31,00;101,00;0.99009;42064,00;0.66;12,00;5,00
45510,00;0.34;0.27;45327,00;0.06;14,00;169,00;0.99252;46447,00;0.57;45454,00;6,00
45298,00;0.34;0.86;45383,00;0.174;36,00;99,00;0.99288;33635,00;0.5;45360,00;5,00
45357,00;0.24;0.22;45546,00;0.05;65,00;179,00;0.99659;45446,00;0.58;45360,00;6,00
45541,00;0.35;0.39;45384,00;0.048;25,00;157,00;0.99133;45325,00;0.54;45302,00;7,00
45510,00;0.24;0.33;45325,00;0.049;68,00;161,00;0.99324;45294,00;0.69;45332,00;6,00
45388,00;0.25;0.33;45474,00;0.037;35,00;113,00;0.99164;44986,00;0.66;45453,00;6,00
45509,00;0.19;0.33;45326,00;0.038;49,00;133,00;0.99107;42430,00;0.42;45362,00;7,00
45541,00;0.24;0.4;45397,00;0.052;81,00;198,00;0.9986;45325,00;0.69;45391,00;5,00
45418,00;0.31;0.61;13,00;0.053;31,00;123,00;0.99708;45538,00;0.5;45360,00;6,00
45449,00;0.25;0.32;45448,00;0.039;15,00;68,00;0.99163;35096,00;0.52;45302,00;6,00
45419,00;0.38;0.56;45482,00;0.055;15,00;170,00;0.99605;41334,00;0.65;45544,00;6,00
45328,00;0.3;0.3;45414,00;0.041;29,00;82,00;0.99065;11383,00;0.61;45515,00;7,00
45388,00;0.33;0.28;4,00;0.04;24,00;81,00;0.9903;46082,00;0.64;45455,00;7,00
45541,00;0.24;0.4;45397,00;0.052;81,00;198,00;0.9986;45325,00;0.69;45391,00;5,00
45450,00;0.27;0.32;45323,00;0.043;23,00;72,00;0.99236;45446,00;0.68;45422,00;5,00
45540,00;0.24;0.34;2,00;0.037;40,00;108,00;0.98948;43525,00;0.5;45363,00;6,00
45356,00;0.33;0.3;45323,00;0.048;25,00;119,00;0.99045;11749,00;0.62;45362,00;6,00
45388,00;0.21;0.21;45296,00;0.097;21,00;105,00;0.9939;45476,00;0.46;45452,00;5,00
7,00;0.22;0.3;45383,00;0.04;14,00;63,00;0.98985;45325,00;0.33;12,00;6,00
45511,00;0.27;0.35;45323,00;0.05;36,00;140,00;0.99138;45538,00;0.45;45333,00;5,00
45479,00;0.2;0.24;45418,00;0.044;28,00;100,00;0.99348;45629,00;0.33;45332,00;6,00
45299,00;0.27;0.33;45352,00;0.045;26,00;100,00;0.99066;35827,00;0.44;45394,00;6,00
45479,00;0.2;0.24;45418,00;0.044;28,00;100,00;0.99348;45629,00;0.33;45332,00;6,00
45298,00;0.45;0.24;45475,00;0.04;24,00;87,00;0.98862;34366,00;0.38;45395,00;8,00
45509,00;0.22;0.29;45352,00;0.036;25,00;68,00;0.98865;45352,00;0.35;45455,00;6,00
45357,00;0.3;0.48;45389,00;0.053;34,00;149,00;0.99472;43160,00;0.53;45513,00;5,00
45542,00;0.36;0.53;45547,00;0.049;63,00;139,00;0.99792;34366,00;0.45;45300,00;5,00
45299,00;0.27;0.33;45352,00;0.045;26,00;100,00;0.99066;35827,00;0.44;45394,00;6,00
8,00;0.24;0.33;45323,00;0.044;28,00;101,00;0.99035;45354,00;0.43;45424,00;6,00
45479,00;0.41;0.27;45445,00;0.033;25,00;85,00;0.99086;45415,00;0.34;45484,00;6,00
45479,00;0.24;0.31;45353,00;0.044;37,00;113,00;0.99013;47178,00;0.46;45547,00;6,00
45328,00;0.3;0.32;45352,00;0.054;27,00;183,00;0.99266;45354,00;0.43;45301,00;5,00
45541,00;0.26;0.38;45422,00;0.044;33,00;139,00;0.99517;45446,00;0.5;45361,00;6,00
45479,00;0.41;0.27;45445,00;0.033;25,00;85,00;0.99086;45415,00;0.34;45484,00;6,00
45540,00;0.32;0.2;45396,00;0.05;29,00;144,00;0.99666;45352,00;0.41;45361,00;6,00
45297,00;0.25;0.3;45323,00;0.036;42,00;107,00;0.991;12479,00;0.56;45514,00;7,00
45448,00;0.23;0.29;45294,00;0.023;19,00;89,00;0.99068;45717,00;0.51;45333,00;6,00
45449,00;0.23;0.32;45474,00;0.024;26,00;102,00;0.99084;47178,00;0.6;45515,00;6,00
6,00;0.17;0.21;6,00;0.05;26,00;134,00;0.9939;45507,00;0.54;45513,00;6,00
45298,00;0.38;0.42;45515,00;0.041;32,00;193,00;0.99624;45385,00;0.49;10,00;6,00
45449,00;0.31;0.37;45328,00;0.052;13,00;164,00;0.99602;45352,00;0.39;45512,00;4,00
45418,00;0.38;0.53;45383,00;0.142;5,00;69,00;0.9926;41699,00;0.52;45301,00;4,00
7,00;0.44;0.24;45303,00;0.056;68,00;210,00;0.99718;45415,00;0.5;45421,00;5,00
7,00;0.44;0.24;45303,00;0.056;68,00;210,00;0.99718;45415,00;0.5;45421,00;5,00
7,00;0.44;0.24;45303,00;0.056;68,00;210,00;0.99718;45415,00;0.5;45421,00;5,00
45297,00;0.38;0.14;45538,00;0.06;27,00;113,00;0.99344;45476,00;0.34;45331,00;4,00
8,00;0.33;0.32;45447,00;0.041;31,00;180,00;0.99184;33635,00;0.74;45334,00;6,00
7,00;0.44;0.24;45303,00;0.056;68,00;210,00;0.99718;45415,00;0.5;45421,00;5,00
6,00;0.19;0.29;45323,00;0.046;29,00;92,00;0.99033;44621,00;0.53;45362,00;6,00
45357,00;0.28;0.34;45299,00;0.038;44,00;129,00;0.99248;46082,00;0.29;45303,00;6,00
45297,00;0.38;0.14;45538,00;0.06;27,00;113,00;0.99344;45476,00;0.34;45331,00;4,00
45356,00;0.43;0.11;45292,00;0.029;6,00;51,00;0.99076;18688,00;0.48;45333,00;4,00
45387,00;0.22;0.35;45418,00;0.029;26,00;87,00;0.99092;47178,00;0.44;45424,00;7,00
45328,00;0.345;0.27;45301,00;0.056;38,00;187,00;0.99486;11383,00;0.56;45453,00;5,00
45448,00;0.255;0.57;45483,00;0.056;66,00;171,00;0.99464;45717,00;0.61;45392,00;7,00
45327,00;0.2;0.27;45325,00;0.047;16,00;93,00;0.99235;16132,00;0.53;45301,00;7,00
45328,00;0.29;0.23;45394,00;0.048;33,00;201,00;0.99612;45599,00;0.56;45544,00;6,00
45357,00;0.26;0.25;45327,00;0.046;11,00;133,00;0.99202;35462,00;0.68;11,00;6,00
6,00;0.22;0.23;5,00;0.045;10,00;122,00;0.99261;34366,00;0.63;10,00;6,00
45419,00;0.35;0.37;45414,00;0.066;29,00;89,00;0.98964;41699,00;0.42;45485,00;6,00
45449,00;0.39;0.28;45331,00;0.036;10,00;92,00;0.99206;45476,00;0.35;45303,00;6,00
45357,00;0.23;0.33;45541,00;0.052;23,00;118,00;0.9938;44986,00;0.46;45392,00;6,00
45357,00;0.22;0.3;2,00;0.05;23,00;120,00;0.99204;45352,00;0.47;45392,00;6,00
45388,00;0.29;0.18;15,00;0.04;21,00;116,00;0.99736;41699,00;0.5;45331,00;5,00
45388,00;0.29;0.18;15,00;0.04;21,00;116,00;0.99736;41699,00;0.5;45331,00;5,00
45419,00;0.23;0.3;45323,00;0.03;27,00;80,00;0.99192;45415,00;0.68;45422,00;5,00
45388,00;0.29;0.18;15,00;0.04;21,00;116,00;0.99736;41699,00;0.5;45331,00;5,00
45478,00;0.28;0.36;45505,00;0.041;38,00;90,00;0.99002;46447,00;0.98;45546,00;7,00
45418,00;0.26;0.24;45514,00;0.042;47,00;130,00;0.996;45507,00;0.4;45301,00;6,00
45388,00;0.27;0.29;45538,00;0.034;62,00;140,00;0.99237;45294,00;0.59;45302,00;6,00
45540,00;0.22;0.29;45326,00;0.037;69,00;144,00;0.99214;41334,00;0.74;45514,00;7,00
45510,00;0.26;0.26;2,00;0.019;45435,00;72,00;0.99041;42430,00;0.47;45515,00;6,00
45450,00;0.36;0.48;45425,00;0.038;44,00;116,00;0.9982;45385,00;0.48;45331,00;5,00
45450,00;0.35;0.47;45364,00;0.037;42,00;116,00;0.99822;45385,00;0.5;45331,00;5,00
45478,00;0.18;0.26;45324,00;0.023;21,00;95,00;0.9893;45476,00;0.54;45363,00;6,00
45449,00;0.36;0.47;45383,00;0.145;26,00;124,00;0.99274;45538,00;0.56;45301,00;6,00
45540,00;0.14;0.2;45444,00;0.04;26,00;114,00;0.99105;45717,00;0.45;45393,00;6,00
45417,00;0.23;0.19;45324,00;0.044;39,00;161,00;0.99209;43525,00;0.43;45392,00;6,00
45479,00;0.11;0.26;45518,00;0.053;44,00;95,00;0.99676;45325,00;0.35;45513,00;6,00
7,00;0.24;0.24;45505,00;0.047;29,00;91,00;0.99251;45354,00;0.43;45544,00;6,00
45479,00;0.11;0.26;45518,00;0.053;44,00;95,00;0.99676;45325,00;0.35;45513,00;6,00
45356,00;0.47;0.1;45352,00;0.036;11,00;74,00;0.99082;17593,00;0.54;45333,00;4,00
45419,00;0.29;0.24;45544,00;0.058;25,00;115,00;0.99567;42064,00;0.46;45545,00;5,00
6,00;0.33;0.26;45296,00;0.051;16,00;119,00;0.99416;42064,00;0.41;45331,00;5,00
6,00;0.33;0.26;45296,00;0.051;16,00;119,00;0.99416;42064,00;0.41;45331,00;5,00
45509,00;0.32;0.23;45413,00;0.033;39,00;121,00;0.9887;35096,00;0.35;12,00;5,00
45509,00;0.3;0.23;45413,00;0.034;37,00;121,00;0.98871;35096,00;0.34;45303,00;6,00
45507,00;0.31;0.02;45302,00;0.036;20,00;114,00;0.99248;27454,00;0.44;45394,00;6,00
45328,00;0.36;0.22;45778,00;0.038;44,00;145,00;0.99184;44621,00;0.4;45333,00;6,00
6,00;0.31;0.27;45353,00;0.042;19,00;120,00;0.98952;11749,00;0.41;45485,00;7,00
45541,00;0.52;0.54;45542,00;0.036;23,00;169,00;0.99267;46082,00;0.47;45334,00;6,00
7,00;0.55;0.05;8,00;0.036;19,00;164,00;0.99269;46082,00;0.46;45334,00;6,00
45509,00;0.2;0.16;45383,00;0.042;44,00;99,00;0.98912;44986,00;0.37;45334,00;6,00
45328,00;0.36;0.22;45778,00;0.038;44,00;145,00;0.99184;44621,00;0.4;45333,00;6,00
6,00;0.31;0.27;45353,00;0.042;19,00;120,00;0.98952;11749,00;0.41;45485,00;7,00
6,00;0.29;0.27;45353,00;0.044;20,00;117,00;0.9895;11383,00;0.41;45485,00;7,00
45478,00;0.22;0.29;45415,00;0.04;27,00;146,00;0.98999;42795,00;0.36;45303,00;6,00
45298,00;0.46;0.23;45486,00;0.045;44,00;192,00;0.9981;45599,00;0.53;45391,00;5,00
45449,00;0.21;0.3;45544,00;0.041;64,00;174,00;0.995;45476,00;0.5;45301,00;6,00
45541,00;0.42;0.2;45397,00;0.043;57,00;201,00;0.99848;45507,00;0.54;45391,00;5,00
45478,00;0.22;0.2;16,00;0.044;41,00;113,00;0.99862;44621,00;0.46;45543,00;6,00
45478,00;0.22;0.2;16,00;0.044;41,00;113,00;0.99862;44621,00;0.46;45543,00;6,00
45478,00;0.22;0.2;16,00;0.044;41,00;113,00;0.99862;44621,00;0.46;45543,00;6,00
45478,00;0.22;0.2;16,00;0.044;41,00;113,00;0.99862;44621,00;0.46;45543,00;6,00
45327,00;0.31;0.2;45384,00;0.027;27,00;117,00;0.98886;20515,00;0.45;13,00;7,00
45329,00;0.22;0.35;45417,00;0.054;37,00;183,00;0.99474;45507,00;0.5;45361,00;5,00
45448,00;0.18;0.29;45353,00;0.04;5,00;47,00;0.99126;45476,00;0.45;45301,00;4,00
45328,00;0.24;0.27;45520,00;0.04;48,00;129,00;0.99691;44986,00;0.38;45422,00;6,00
45478,00;0.22;0.2;16,00;0.044;41,00;113,00;0.99862;44621,00;0.46;45543,00;6,00
45478,00;0.26;0.24;45521,00;0.059;23,00;124,00;0.99773;45354,00;0.5;45301,00;5,00
45478,00;0.26;0.24;45521,00;0.059;23,00;124,00;0.99773;45354,00;0.5;45301,00;5,00
6,00;0.2;0.26;45510,00;0.049;22,00;93,00;0.9928;42064,00;0.42;11,00;6,00
6,00;0.2;0.26;45510,00;0.049;22,00;93,00;0.9928;42064,00;0.42;11,00;6,00
6,00;0.2;0.26;45510,00;0.049;22,00;93,00;0.9928;42064,00;0.42;11,00;6,00
6,00;0.2;0.26;45510,00;0.049;22,00;93,00;0.9928;42064,00;0.42;11,00;6,00
45450,00;0.28;0.17;45444,00;0.046;28,00;117,00;0.99288;45507,00;0.43;10,00;5,00
7,00;0.2;0.33;45477,00;0.03;25,00;76,00;0.99202;32174,00;0.54;45422,00;6,00
45449,00;0.26;0.27;45515,00;0.048;28,00;112,00;0.99606;31809,00;0.49;45482,00;6,00
45478,00;0.26;0.24;45521,00;0.059;23,00;124,00;0.99773;45354,00;0.5;45301,00;5,00
45329,00;0.21;0.36;45488,00;0.045;68,00;183,00;0.99922;45717,00;0.76;45391,00;5,00
45541,00;0.22;0.32;45509,00;0.041;20,00;119,00;0.99296;42795,00;0.55;45333,00;6,00
45329,00;0.21;0.36;45488,00;0.045;68,00;183,00;0.99922;45717,00;0.76;45391,00;5,00
45389,00;0.22;0.28;9,00;0.046;22,00;121,00;0.99468;45294,00;0.55;45514,00;5,00
45329,00;0.21;0.36;45488,00;0.045;68,00;183,00;0.99922;45717,00;0.76;45391,00;5,00
45541,00;0.22;0.32;45509,00;0.041;20,00;119,00;0.99296;42795,00;0.55;45333,00;6,00
7,00;0.2;0.35;45512,00;0.037;31,00;103,00;0.99388;41334,00;0.49;11,00;6,00
45448,00;0.26;0,00;45332,00;0.038;13,00;111,00;0.99315;16132,00;0.46;45394,00;6,00
45357,00;0.28;0.3;45449,00;0.208;60,00;154,00;0.99478;45294,00;0.4;45391,00;6,00
45388,00;0.29;0.3;45418,00;0.209;62,00;156,00;0.99478;45294,00;0.4;45391,00;5,00
45329,00;0.34;0.23;45543,00;0.105;22,00;155,00;0.99692;45294,00;0.58;45421,00;5,00
45298,00;0.39;0.39;45302,00;0.034;25,00;204,00;0.99616;45415,00;0.52;10,00;6,00
45541,00;0.26;0.29;45326,00;0.043;33,00;114,00;0.9902;42430,00;0.31;45424,00;6,00
45297,00;0.24;0.25;45444,00;0.044;24,00;115,00;0.9921;14305,00;0.59;45545,00;6,00
45540,00;0.25;0.24;45389,00;0.044;21,00;113,00;0.99462;13940,00;0.58;45422,00;6,00
45297,00;0.24;0.27;45423,00;0.05;51,00;133,00;0.99476;44621,00;0.37;45514,00;6,00
45418,00;0.22;0.27;45444,00;0.039;36,00;116,00;0.99178;13940,00;0.57;11,00;7,00
45328,00;0.26;0.29;2,00;0.036;16,00;87,00;0.99081;12114,00;0.61;45515,00;6,00
45449,00;0.34;0.25;45508,00;0.038;16,00;121,00;0.99198;13210,00;0.71;45455,00;6,00
45448,00;0.225;0.24;45513,00;0.054;59,00;140,00;0.99545;42795,00;0.39;45332,00;6,00
45298,00;0.23;0.28;45536,00;0.046;33,00;103,00;0.98997;45629,00;0.31;12,00;5,00
45541,00;0.26;0.29;45326,00;0.043;33,00;114,00;0.9902;42430,00;0.31;45424,00;6,00
45388,00;0.27;0.3;45444,00;0.04;19,00;86,00;0.99089;11749,00;0.65;45423,00;6,00
45357,00;0.41;0.22;45358,00;0.035;23,00;117,00;0.99172;45325,00;0.39;34639,00;7,00
45479,00;0.41;0.24;45387,00;0.035;33,00;115,00;0.9901;45629,00;0.44;12.8933333333333;7,00
